# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: source member and assertion hashes are derived from the pinned SUSv4 Issue 7 archive
# derivation: every prose, list, and definition assertion in each selected source section, excluding Examples sections
# snapshot-count: 2644
# ordered-requirement-sha256: 27a3bac20484cf355b2f0ca9a9228ce0604cd19e252d5a9489cfc44269a05e0d
# q35_case invariant: open rows retain their parent probe; closed rows require an assertion-specific executable case
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	row	domain	parent	ordinal	assertion	assertion_sha256	implementation_requirement	q35_case	state	witness	next_action	falsifier
utility:chmod.r097	utility:chmod	utility	chmod	97	which removes all write permissions, and:	7e677333d581c2f4fcd8048c3a6c98a3439bdc08e0b18cc21fa33f9bac1ce680	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r097_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r097.
utility:chmod.r098	utility:chmod	utility	chmod	98	which removes write permissions that would be allowed if file was created with the same umask.	a5697e65a74269b509e614a366b4c871891d24f9f7703300c0db32ddc8cefd9d	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r098_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r098.
utility:chmod.r099	utility:chmod	utility	chmod	99	Conforming applications should never assume that they know how the set-user-ID and set-group-ID bits on directories are interpreted.	0c751cae9a63248c8cea8fdae31175f58d5c65a95c6430be7b70adb333aa3a9b	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r099_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r099.
utility:chmod.r100	utility:chmod	utility	chmod	100	The functionality of chmod is described substantially through references to concepts defined in the System Interfaces volume of POSIX.1-2017. In this way, there is less duplication of effort required for describing the interactions of permissions. However, the behavior of this utility is not described in terms of the chmod() function from the System Interfaces volume of POSIX.1-2017 because that specification requires certain side-effects upon alternate file access control mechanisms that might not be appropriate, depending on the implementation.	7753820c8646931c39ae9e7d1bb45ee24fa99ed1bd51997c1cfdb3e085bcd618	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r100_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r100.
utility:chmod.r101	utility:chmod	utility	chmod	101	Implementations that support mandatory file and record locking as specified by the 1984 /usr/group standard historically used the combination of set-group-ID bit set and group execute bit clear to indicate mandatory locking. This condition is usually set or cleared with the symbolic mode perm symbol l instead of the perm symbols s and x so that the mandatory locking mode is not changed without explicit indication that that was what the user intended. Therefore, the details on how the implementation treats these conditions must be defined in the documentation. This volume of POSIX.1-2017 does not require mandatory locking (nor does the System Interfaces volume of POSIX.1-2017), but does allow it as an extension. However, this volume of POSIX.1-2017 does require that the ls and chmod utilities work consistently in this area. If ls -l file indicates that the set-group-ID bit is set, chmod g-s file must clear it (assuming appropriate privileges exist to change modes).	0584a6ba9977f96c7f9346a96deb4c8515bbd71e79d8f68db6bf21cb48f4d0b0	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r101_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r101.
utility:chmod.r102	utility:chmod	utility	chmod	102	The System V and BSD versions use different exit status codes. Some implementations used the exit status as a count of the number of errors that occurred; this practice is unworkable since it can overflow the range of valid exit status values. This problem is avoided here by specifying only 0 and >0 as exit values.	74ad92a0c6ae7af3d972f5d4180bec7828a29384b5ebc9331e0bc09d67c2cff5	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r102_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r102.
utility:chmod.r103	utility:chmod	utility	chmod	103	The System Interfaces volume of POSIX.1-2017 indicates that implementation-defined restrictions may cause the S_ISUID and S_ISGID bits to be ignored. This volume of POSIX.1-2017 allows the chmod utility to choose to modify these bits before calling chmod() (or some function providing equivalent capabilities) for non-regular files. Among other things, this allows implementations that use the set-user-ID and set-group-ID bits on directories to enable extended features to handle these extensions in an intelligent manner.	40973e0837b789e6224b1369dad5f632927fd9dd3b192ef9509565e85caa91e7	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r103_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r103.
utility:chmod.r104	utility:chmod	utility	chmod	104	The X perm symbol was adopted from BSD-based systems because it provides commonly desired functionality when doing recursive (-R option) modifications. Similar functionality is not provided by the find utility. Historical BSD versions of chmod, however, only supported X with op+; it has been extended in this volume of POSIX.1-2017 because it is also useful with op=. (It has also been added for op- even though it duplicates x, in this case, because it is intuitive and easier to explain.)	2886588af05a48648168236a160c57eeab48fece66d023d07134c49405bee3a8	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r104_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r104.
utility:chmod.r105	utility:chmod	utility	chmod	105	The grammar was extended with the permcopy non-terminal to allow historical-practice forms of symbolic modes like o= u -g (that is, set the "other" permissions to the permissions of "owner" minus the permissions of "group").	60a85e1ece0255ca31d0977581f1f5f15a5a3b06988f7ce9d44d9e09a15b44a4	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r105_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r105.
utility:chmod.r106	utility:chmod	utility	chmod	106	None.	903ea500e7ccf842c1312b6c2f964e3e98ff146456cecec717e9a0e122bf735f	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r106_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r106.
utility:chmod.r107	utility:chmod	utility	chmod	107	ls, umask	e85363cfe528eff6d306ce4687eeea888eefac633d14b5c3c9ff7345132e6c81	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r107_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r107.
utility:chmod.r108	utility:chmod	utility	chmod	108	XBD File Access Permissions, Environment Variables, Utility Syntax Guidelines	a873007bd09f253fd580e6fb49499876b2d5b9da66b7d14418ee57b05a4306ab	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r108_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r108.
utility:chmod.r109	utility:chmod	utility	chmod	109	XSH chmod	d01fb44eae5b6158d9a0d43571a17c196a5cb70e2ea9430879345746e0834a07	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r109_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r109.
utility:chmod.r110	utility:chmod	utility	chmod	110	First released in Issue 2.	da71850af5757e581103f6eb6e01b7df86a1eed9193dee3449cdbb65522c66a5	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r110_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r110.
utility:chmod.r111	utility:chmod	utility	chmod	111	The following new requirements on POSIX implementations derive from alignment with the Single UNIX Specification:	18200b6e767ef0cf52050cafb662a7810235d490e484e11700cae86b9b5aded8	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r111_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r111.
utility:chmod.r112	utility:chmod	utility	chmod	112	Octal modes have been kept and made mandatory despite being marked obsolescent in the ISO POSIX-2:1993 standard.	4660d440cd884a8ef9073a7fb22bbdd0bf279585f6e53f76578e6e2003a5735a	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r112_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r112.
utility:chmod.r113	utility:chmod	utility	chmod	113	IEEE PASC Interpretation 1003.2 #172 is applied, changing the CONSEQUENCES OF ERRORS section to "Default.".	159a710386d3773309cd14a21d7632e0c0f76e8c3f88f45b9f495b9f4afbae01	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r113_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r113.
