# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: susv4-2018/utilities/V3_chap02.html
# derivation: every prose, list, and definition assertion in each selected parent section, excluding Examples sections
# snapshot-count: 724
# ordered-requirement-sha256: da00cbb9b7af9b288ad1ae2e533a0c5076e3729b0068a176e968cb36f41ae6c3
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	parent	ordinal	assertion	assertion_sha256	implementation_requirement	state	witness	next_action	falsifier
tag_18_09_01.r025	tag_18_09_01	25	If the command name matches the name [XSI] of the type or ulimit utility, or of a utility listed in the following table, that utility shall be invoked. alias bg cd command false fc fg getopts hash jobs kill newgrp pwd read true umask unalias wait	7c9d523c2935d6803c04738c1654e6918a890a305d8a049ed0c70ed31ae906bd	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r025_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r025.
tag_18_09_01.r026	tag_18_09_01	26	Otherwise, the command shall be searched for using the PATH environment variable as described in XBD Environment Variables : If the search is successful: If the system has implemented the utility as a regular built-in or as a shell function, it shall be invoked at this point in the path search.	dd0385bdaa0503e632c444a783323de7e5cb59cf46638f1e465f0ccc35613d6a	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r026_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r026.
tag_18_09_01.r027	tag_18_09_01	27	Otherwise, the shell executes the utility in a separate utility environment (see Shell Execution Environment) with actions equivalent to calling the execl() function as defined in the System Interfaces volume of POSIX.1-2017 with the path argument set to the pathname resulting from the search, arg0 set to the command name, and the remaining execl() arguments set to the command arguments (if any) and the null terminator. If the execl() function fails due to an error equivalent to the [ENOEXEC] error defined in the System Interfaces volume of POSIX.1-2017, the shell shall execute a command equivalent to having a shell invoked with the pathname resulting from the search as its first operand, with any remaining arguments passed to the new shell, except that the value of "$0" in the new shell may be set to the command name. If the executable file is not a text file, the shell may bypass this command execution. In this case, it shall write an error message, and shall return an exit status of 126. It is unspecified whether environment variables that were passed to the shell when it was invoked, but were not used to initialize shell variables (see Shell Variables) because they had invalid names, are included in the environment passed to execl() and (if execl() fails as described above) to the new shell.	32bf88c4afff653d30a3f07f6473192b962971a8e1426d61cad6b5123306419c	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r027_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r027.
tag_18_09_01.r028	tag_18_09_01	28	Once a utility has been searched for and found (either as a result of this specific search or as part of an unspecified shell start-up activity), an implementation may remember its location and need not search for the utility again unless the PATH variable has been the subject of an assignment. If the remembered location fails for a subsequent invocation, the shell shall repeat the search to find the new location for the utility, if any.	6076c0507e9518eeead3788581f53884f7a9410d6c77e2d45d576431c38020bd	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r028_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r028.
tag_18_09_01.r029	tag_18_09_01	29	If the search is unsuccessful, the command shall fail with an exit status of 127 and the shell shall write an error message.	2ea0613eb4230cc8b788c5f74463572df92b916d83a567ee79616ba00df24516	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r029_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r029.
tag_18_09_01.r030	tag_18_09_01	30	If the command name contains at least one <slash>, the shell shall execute the utility in a separate utility environment with actions equivalent to calling the execl() function defined in the System Interfaces volume of POSIX.1-2017 with the path and arg0 arguments set to the command name, and the remaining execl() arguments set to the command arguments (if any) and the null terminator. If the execl() function fails due to an error equivalent to the [ENOEXEC] error, the shell shall execute a command equivalent to having a shell invoked with the command name as its first operand, with any remaining arguments passed to the new shell. If the executable file is not a text file, the shell may bypass this command execution. In this case, it shall write an error message and shall return an exit status of 126. It is unspecified whether environment variables that were passed to the shell when it was invoked, but were not used to initialize shell variables (see Shell Variables) because they had invalid names, are included in the environment passed to execl() and (if execl() fails as described above) to the new shell.	c2ae735f06089695d53b5ea5d901e6860a6bf7841f302377ce05b2d6ffaaab8c	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r030_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r030.
tag_18_09_01.r031	tag_18_09_01	31	If the utility would be executed with file descriptor 0, 1, or 2 closed, implementations may execute the utility with the file descriptor open to an unspecified file. If a standard utility or a conforming application is executed with file descriptor 0 not open for reading or with file descriptor 1 or 2 not open for writing, the environment in which the utility or application is executed shall be deemed non-conforming, and consequently the utility or application might not behave as described in this standard.	4d31ef43315c8ba81fa58363848ff9580ddd230ed201021bdab8661edb3d95cb	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r031_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r031.
tag_18_09_01_01.r001	tag_18_09_01_01	1	If a simple command results in a command name and an optional list of arguments, the following actions shall be performed:	e4511806cc678095e26076f81704ae9593ec2ae15bfafc89b0d550ba1a5a136e	Search and execute command names through the specified function, special-builtin, PATH, executable, error, and environment precedence.	open	missing:tag_18_09_01_01.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01_01.r001.
tag_18_09_01_01.r002	tag_18_09_01_01	2	If the command name does not contain any <slash> characters, the first successful step in the following sequence shall occur: If the command name matches the name of a special built-in utility, that special built-in utility shall be invoked.	31186f14754ff3c3f4fd9f4080c1bfacaad1749937aac9e0d231e98a6705757c	Search and execute command names through the specified function, special-builtin, PATH, executable, error, and environment precedence.	open	missing:tag_18_09_01_01.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01_01.r002.
tag_18_09_01_01.r003	tag_18_09_01_01	3	If the command name matches the name of a utility listed in the following table, the results are unspecified. alloc autoload bind bindkey builtin bye caller cap chdir clone comparguments compcall compctl compdescribe compfiles compgen compgroups complete compquote comptags comptry compvalues declare dirs disable disown dosh echotc echoti help history hist let local login logout map mapfile popd print pushd readarray repeat savehistory source shopt stop suspend typeset whence	847bdaea391735205d0b251243707831b1e51c07a1ec09beb8082db14a8fe301	Search and execute command names through the specified function, special-builtin, PATH, executable, error, and environment precedence.	open	missing:tag_18_09_01_01.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01_01.r003.
